[LineInfoData]
IDNUM McNum McMdln McName StartBeam BeamNum Pass SecMntHld PrevMachine NextMachine Split
1 1 0x52200 "NPM-1" 1 2 0 0 0 3 0
2 2 0x52200 "NPM-2" 3 2 0 0 3 3 0
3 3 0x52100 "NPM-3" 5 2 0 0 3 3 0
4 4 0x52200 "NPM-4" 7 2 0 0 3 0 0

[BeamData]
IDNUM Head NzlChg BulkFdr StickFdr CutUnit Ccamera Camera LeadChk Sensor3D BGACSP SPNzl LoadCntl TrayMagazine DblFdrUse HeadType NzlChgKind NzlSlots NzlBigSlots Flux ConvTime DHHighScan FdrTblType FdrSlots FrameType TraySlots TraySize EjCnv Stage ExConv ExBigNzl Lane SlowDown TM Hs8NzlChg PCBWarpMeasurement HighSpd HeightSensor AutoPinChg ConvLen CustomTray NPMExConvL NPMExConvR ThinTypeSingleFdr TallComp PIP COAXIAL LeadAdjust HeadCamera PcbHolder LCR BackLight PartsBCR CompactCart TrayStocker EnvAdjust GangTkup SlotNumbering FixLoad1N HPM1 HPM2 ExEmgStopSw
1 1 1 0 0 1 1 3 0 0 0 0 0 0 2 41 0 32 0 0 100 0 3 30 0 0 0 0 3 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
2 2 1 0 0 1 1 3 0 0 0 0 0 0 2 41 0 32 0 0 100 0 3 30 0 0 0 0 3 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
3 3 1 0 0 1 1 3 0 0 0 0 0 0 2 41 0 32 0 0 100 0 3 30 0 0 0 0 3 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
4 4 1 0 0 1 1 3 0 0 0 0 0 0 2 41 0 32 0 0 100 0 3 30 0 0 0 0 3 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
5 5 1 0 1 1 1 1 0 0 1 0 0 0 2 14 1 16 0 0 100 0 3 30 0 0 0 0 3 0 0 9 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
6 6 1 0 0 1 1 1 0 0 0 0 0 0 2 17 0 32 0 0 100 0 3 30 0 0 0 0 3 0 0 9 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
7 7 1 0 1 1 1 3 0 1 1 0 1 0 2 34 6 15 0 0 100 0 3 30 0 0 0 0 3 0 0 1 0 4 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
8 8 1 0 0 0 1 3 0 1 1 0 1 1 2 34 6 15 0 0 100 0 6 0 0 40 0 0 3 0 0 1 0 4 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0

[FdrTblMode]
IDNUM Head NowStation FdrTblMode Pass Type TapeCutLength
1 1 2 JOINT NO 0 0
2 2 2 JOINT NO 0 0
3 3 2 JOINT NO 0 0
4 4 2 JOINT NO 0 0
5 5 2 JOINT NO 0 0
6 6 2 JOINT NO 0 0
7 7 2 JOINT NO 0 0
8 8 2 JOINT NO 0 0

[OptimizeOptionsPerBeam]
IDNUM Head OptOptions CarryoverDiffNum OnlineSetupFeederNum CarryoverDiffNumB
1 1 "000000000" 0 0 0
2 2 "000000000" 0 0 0
3 3 "000000000" 0 0 0
4 4 "000000000" 0 0 0
5 5 "000000000" 0 0 0
6 6 "000000000" 0 0 0
7 7 "000000000" 0 0 0
8 8 "000000000" 0 0 0

[LotNames]
IDNUM LotNum Lot MCFileName Filter AutoChg BaseChg Lane ProductionID SimProduct DGSPCBName DGSPCBRev DGSPCBSide DGSRefPin C DataGenMode MountHead VSTPath Order TargetTact C2 SPRecipeName
320 1 "FIX-FEEDER-UHD" "FIX-FEEDER-UHD" 0 0 0 1 "" 0 "new2line" "1.2" "T" "" "" 0 0 "" 0 0 "" ""

[ArrangementGroupProducts]
IDNUM Group Lot SameGroup
320 1 1 0

[ArrangementGroupCondValue<1>]
Value1=""
Value2=""
Value3=""
Value4=""
Value5=""
Value6=""
Value7=""
Value8=""
Value9=""
Value10=""

[PartsDataEx]
IDNUM NAME LNAME REELS SKIP NoAutoDivide Alt AltNum NoArrange UpperLimMP
302825 302825 1 2 16.000 3002 -0.750 -13.500 0.000 0.000 0.000 0.000 12 3 1 1 0 1 0
302826 302826 1 1 20.000 3002 -0.750 -13.500 0.000 0.000 0.000 0.000 12 3 1 1 0 1 0
302827 302827 1 1 24.000 3002 -0.750 -13.500 0.000 0.000 0.000 0.000 12 3 1 1 0 1 0
302828 302828 1 1 28.000 3002 -0.750 -13.500 0.000 0.000 0.000 0.000 12 3 1 1 0 1 0
302829 302829 1 1 32.000 3002 -0.750 -13.500 0.000 0.000 0.000 0.000 12 3 1 1 0 1 0
302830 302830 1 1 36.000 3002 -0.750 -13.500 0.000 0.000 0.000 0.000 12 3 1 1 0 1 0
302831 302831 1 1 40.000 3002 -0.750 -13.500 0.000 0.000 0.000 0.000 12 3 1 1 0 1 0
302845 302845 1 2 16.000 3002 -0.750 -13.500 0.000 0.000 0.000 0.000 12 3 3 1 0 1 0
302961 302961 1 1 2.000 3002 -0.750 -13.500 0.000 0.000 0.000 0.000 12 3 0 2 0 1 0
302962 302962 1 1 4.000 3002 -0.750 -13.500 0.000 0.000 0.000 0.000 12 3 0 2 0 1 0
302963 302963 1 1 8.000 3002 -0.750 -13.500 0.000 0.000 0.000 0.000 12 3 0 2 0 1 0
302964 302964 1 1 12.000 3002 -0.750 -13.500 0.000 0.000 0.000 0.000 12 3 0 2 0 1 0
302965 302965 1 1 16.000 3002 -0.750 -13.500 0.000 0.000 0.000 0.000 12 3 0 2 0 1 0
302966 302966 1 1 20.000 3002 -0.750 -13.500 0.000 0.000 0.000 0.000 12 3 0 2 0 1 0
302967 302967 1 1 24.000 3002 -0.750 -13.500 0.000 0.000 0.000 0.000 12 3 0 2 0 1 0
302968 302968 1 1 28.000 3002 -0.750 -13.500 0.000 0.000 0.000 0.000 12 3 0 2 0 1 0
302969 302969 1 1 32.000 3002 -0.750 -13.500 0.000 0.000 0.000 0.000 12 3 0 2 0 1 0
302970 302970 1 1 36.000 3002 -0.750 -13.500 0.000 0.000 0.000 0.000 12 3 0 2 0 1 0
302971 302971 1 1 40.000 3002 -0.750 -13.500 0.000 0.000 0.000 0.000 12 3 0 2 0 1 0
302981 302981 1 1 2.000 3002 -0.750 -13.500 0.000 0.000 0.000 0.000 12 3 1 2 0 1 0
302982 302982 1 1 4.000 3002 -0.750 -13.500 0.000 0.000 0.000 0.000 12 3 1 2 0 1 0
302983 302983 1 1 8.000 3002 -0.750 -13.500 0.000 0.000 0.000 0.000 12 3 1 2 0 1 0
302984 302984 1 1 12.000 3002 -0.750 -13.500 0.000 0.000 0.000 0.000 12 3 1 2 0 1 0
302985 302985 1 2 16.000 3002 -0.750 -13.500 0.000 0.000 0.000 0.000 12 3 1 2 0 1 0
302986 302986 1 1 20.000 3002 -0.750 -13.500 0.000 0.000 0.000 0.000 12 3 1 2 0 1 0
302987 302987 1 1 24.000 3002 -0.750 -13.500 0.000 0.000 0.000 0.000 12 3 1 2 0 1 0
302988 302988 1 1 28.000 3002 -0.750 -13.500 0.000 0.000 0.000 0.000 12 3 1 2 0 1 0
302989 302989 1 1 32.000 3002 -0.750 -13.500 0.000 0.000 0.000 0.000 12 3 1 2 0 1 0
302990 302990 1 1 36.000 3002 -0.750 -13.500 0.000 0.000 0.000 0.000 12 3 1 2 0 1 0
302991 302991 1 1 40.000 3002 -0.750 -13.500 0.000 0.000 0.000 0.000 12 3 1 2 0 1 0
303005 303005 1 2 16.000 3002 -0.750 -13.500 0.000 0.000 0.000 0.000 12 3 3 2 0 1 0
303621 303621 1 1 2.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 1 1 0 1 0
303622 303622 1 1 4.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 1 1 0 1 0
303623 303623 1 1 8.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 1 1 0 1 0
303624 303624 1 1 12.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 1 1 0 1 0
303625 303625 1 2 16.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 1 1 0 1 0
303626 303626 1 1 20.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 1 1 0 1 0
303627 303627 1 1 24.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 1 1 0 1 0
303628 303628 1 1 28.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 1 1 0 1 0
303629 303629 1 1 32.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 1 1 0 1 0
303630 303630 1 1 36.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 1 1 0 1 0
303631 303631 1 1 40.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 1 1 0 1 0
303641 303641 1 1 2.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 3 1 0 1 0
303642 303642 1 1 4.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 3 1 0 1 0
303643 303643 1 1 8.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 3 1 0 1 0
303644 303644 1 1 12.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 3 1 0 1 0
303645 303645 1 2 16.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 3 1 0 1 0
303646 303646 1 1 20.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 3 1 0 1 0
303647 303647 1 1 24.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 3 1 0 1 0
303648 303648 1 1 28.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 3 1 0 1 0
303649 303649 1 1 32.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 3 1 0 1 0
303650 303650 1 1 36.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 3 1 0 1 0
303651 303651 1 1 40.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 3 1 0 1 0
303781 303781 1 1 2.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 1 2 0 1 0
303782 303782 1 1 4.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 1 2 0 1 0
303783 303783 1 1 8.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 1 2 0 1 0
303784 303784 1 1 12.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 1 2 0 1 0
303785 303785 1 2 16.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 1 2 0 1 0
303786 303786 1 1 20.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 1 2 0 1 0
303787 303787 1 1 24.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 1 2 0 1 0
303788 303788 1 1 28.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 1 2 0 1 0
303789 303789 1 1 32.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 1 2 0 1 0
303790 303790 1 1 36.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 1 2 0 1 0
303791 303791 1 1 40.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 1 2 0 1 0
303801 303801 1 1 2.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 3 2 0 1 0
303802 303802 1 1 4.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 3 2 0 1 0
303803 303803 1 1 8.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 3 2 0 1 0
303804 303804 1 1 12.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 3 2 0 1 0
303805 303805 1 2 16.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 3 2 0 1 0
303806 303806 1 1 20.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 3 2 0 1 0
303807 303807 1 1 24.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 3 2 0 1 0
303808 303808 1 1 28.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 3 2 0 1 0
303809 303809 1 1 32.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 3 2 0 1 0
303810 303810 1 1 36.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 3 2 0 1 0
303811 303811 1 1 40.000 3002 1.250 -13.500 0.000 0.000 0.000 0.000 16 3 3 2 0 1 0
304421 304421 2 1 2.000 3003 6.750 -13.500 0.000 0.000 0.000 0.000 24 4 1 1 0 1 0
304422 304422 2 1 4.000 3003 6.750 -13.500 0.000 0.000 0.000 0.000 24 4 1 1 0 1 0
304423 304423 2 1 8.000 3003 6.750 -13.500 0.000 0.000 0.000 0.000 24 4 1 1 0 1 0
304424 304424 2 1 12.000 3003 6.750 -13.500 0.000 0.000 0.000 0.000 24 4 1 1 0 1 0
304425 304425 2 2 16.000 3003 6.750 -13.500 0.000 0.000 0.000 0.000 24 4 1 1 0 1 0
304426 304426 2 2 20.000 3003 6.750 -13.500 0.000 0.000 0.000 0.000 24 4 1 1 0 1 0
304427 304427 2 2 24.000 3003 6.750 -13.500 0.000 0.000 0.000 0.000 24 4 1 1 0 1 0
304428 304428 2 1 28.000 3003 6.750 -13.500 0.000 0.000 0.000 0.000 24 4 1 1 0 1 0
304429 304429 2 4 32.000 3003 6.750 -13.500 0.000 0.000 0.000 0.000 24 4 1 1 0 1 0
304430 304430 2 1 36.000 3003 6.750 -13.500 0.000 0.000 0.000 0.000 24 4 1 1 0 1 0
304431 304431 2 1 40.000 3003 6.750 -13.500 0.000 0.000 0.000 0.000 24 4 1 1 0 1 0
304432 304432 2 1 44.000 3003 6.750 -13.500 0.000 0.000 0.000 0.000 24 4 1 1 0 1 0
304433 304433 2 1 48.000 3003 6.750 -13.500 0.000 0.000 0.000 0.000 24 4 1 1 0 1 0
304441 304441 2 1 2.000 3003 6.750 -13.500 0.000 0.000 0.000 0.000 24 4 3 1 0 1 0
304442 304442 2 1 4.000 3003 6.750 -13.500 0.000 0.000 0.000 0.000 24 4 3 1 0 1 0
304443 304443 2 1 8.000 3003 6.750 -13.500 0.000 0.000 0.000 0.000 24 4 3 1 0 1 0
304444 304444 2 1 12.000 3003 6.750 -13.500 0.000 0.000 0.000 0.000 24 4 3 1 0 1 0
304445 304445 2 2 16.000 3003 6.750 -13.500 0.000 0.000 0.000 0.000 24 4 3 1 0 1 0
304446 304446 2 2 20.000 3003 6.750 -13.500 0.000 0.000 0.000 0.000 24 4 3 1 0 1 0
304447 304447 2 2 24.000 3003 6.750 -13.500 0.000 0.000 0.000 0.000 24 4 3 1 0 1 0
304448 304448 2 1 28.000 3003 6.750 -13.500 0.000 0.000 0.000 0.000 24 4 3 1 0 1 0
304449 304449 2 4 32.000 3003 6.750 -13.500 0.000 0.000 0.000 0.000 24 4 3 1 0 1 0
304450 304450 2 1 36.000 3003 6.750 -13.500 0.000 0.000 0.000 0.000 24 4 3 1 0 1 0
304451 304451 2 1 40.000 3003 6.750 -13.500 0.000 0.000 0.000 0.000 24 4 3 1 0 1 0
304461 304461 2 1 2.000 3003 6.750 -13.500 0.000 0.000 0.000 0.000 24 4 4 1 0 1 0
304462 304462 2 1 4.000 3003 6.750 -13.500 0.000 0.000 0.000 0.000 24 4 4 1 0 1 0
304463 304463 2 1 8.000 3003 6.750 -13.500 0.000 0.000 0.000 0.000 24 4 4 1 0 1 0
304464 304464 2 1 12.000 3003 6.750 -13.500 0.000 0.000 0.000 0.000 24 4 4 1 0 1 0
304465 304465 2 2 16.000 3003 6.750 -13.500 0.000 0.000 0.000 0.000 24 4 4 1 0 1 0
304466 304466 2 5 20.000 3003 6.750 -13.500 0.000 0.000 0.000 0.000 24 4 4 1 0 1 0
304467 304467 2 2 24.000 3003 6.750 -13.500 0.000 0.000 0.000 0.000 24 4 4 1 0 1 0
304468 304468 2 7 28.000 3003 6.750 -13.500 0.000 0.000 0.000 0.000 24 4 4 1 0 1 0
304469 304469 2 1 32.000 3003 6.750 -13.500 0.000 0.000 0.000 0.000 24 4 4 1 0 1 0
304470 304470 2 3 36.000 3003 6.750 -13.500 0.000 0.000 0.000 0.000 24 4 4 1 0 1 0
304471 304471 2 5 40.000 3003 6.750 -13.500 0.000 0.000 0.000 0.000 24 4 4 1 0 1 0
305221 305221 2 1 2.000 3003 9.450 -13.500 0.000 0.000 0.000 0.000 32 4 1 1 0 1 0
305222 305222 2 1 4.000 3003 9.450 -13.500 0.000 0.000 0.000 0.000 32 4 1 1 0 1 0
305223 305223 2 1 8.000 3003 9.450 -13.500 0.000 0.000 0.000 0.000 32 4 1 1 0 1 0
305224 305224 2 1 12.000 3003 9.450 -13.500 0.000 0.000 0.000 0.000 32 4 1 1 0 1 0
305225 305225 2 2 16.000 3003 9.450 -13.500 0.000 0.000 0.000 0.000 32 4 1 1 0 1 0
305226 305226 2 2 20.000 3003 9.450 -13.500 0.000 0.000 0.000 0.000 32 4 1 1 0 1 0
305227 305227 2 2 24.000 3003 9.450 -13.500 0.000 0.000 0.000 0.000 32 4 1 1 0 1 0
305228 305228 2 2 28.000 3003 9.450 -13.500 0.000 0.000 0.000 0.000 32 4 1 1 0 1 0
305229 305229 2 4 32.000 3003 9.450 -13.500 0.000 0.000 0.000 0.000 32 4 1 1 0 1 0
305230 305230 2 1 36.000 3003 9.450 -13.500 0.000 0.000 0.000 0.000 32 4 1 1 0 1 0
305231 305231 2 1 40.000 3003 9.450 -13.500 0.000 0.000 0.000 0.000 32 4 1 1 0 1 0
305232 305232 2 1 44.000 3003 9.450 -13.500 0.000 0.000 0.000 0.000 32 4 1 1 0 1 0
305233 305233 2 1 48.000 3003 9.450 -13.500 0.000 0.000 0.000 0.000 32 4 1 1 0 1 0
305241 305241 2 1 2.000 3003 9.450 -13.500 0.000 0.000 0.000 0.000 32 4 3 1 0 1 0
305242 305242 2 1 4.000 3003 9.450 -13.500 0.000 0.000 0.000 0.000 32 4 3 1 0 1 0
305243 305243 2 1 8.000 3003 9.450 -13.500 0.000 0.000 0.000 0.000 32 4 3 1 0 1 0
305244 305244 2 1 12.000 3003 9.450 -13.500 0.000 0.000 0.000 0.000 32 4 3 1 0 1 0
305245 305245 2 2 16.000 3003 9.450 -13.500 0.000 0.000 0.000 0.000 32 4 3 1 0 1 0
305246 305246 2 2 20.000 3003 9.450 -13.500 0.000 0.000 0.000 0.000 32 4 3 1 0 1 0
305247 305247 2 2 24.000 3003 9.450 -13.500 0.000 0.000 0.000 0.000 32 4 3 1 0 1 0
305248 305248 2 2 28.000 3003 9.450 -13.500 0.000 0.000 0.000 0.000 32 4 3 1 0 1 0
305249 305249 2 4 32.000 3003 9.450 -13.500 0.000 0.000 0.000 0.000 32 4 3 1 0 1 0
305250 305250 2 1 36.000 3003 9.450 -13.500 0.000 0.000 0.000 0.000 32 4 3 1 0 1 0
305251 305251 2 1 40.000 3003 9.450 -13.500 0.000 0.000 0.000 0.000 32 4 3 1 0 1 0
305261 305261 2 1 2.000 3003 9.450 -13.500 0.000 0.000 0.000 0.000 32 4 4 1 0 1 0
305262 305262 2 1 4.000 3003 9.450 -13.500 0.000 0.000 0.000 0.000 32 4 4 1 0 1 0
305263 305263 2 1 8.000 3003 9.450 -13.500 0.000 0.000 0.000 0.000 32 4 4 1 0 1 0
305264 305264 2 1 12.000 3003 9.450 -13.500 0.000 0.000 0.000 0.000 32 4 4 1 0 1 0
305265 305265 2 2 16.000 3003 9.450 -13.500 0.000 0.000 0.000 0.000 32 4 4 1 0 1 0
305266 305266 2 2 20.000 3003 9.450 -13.500 0.000 0.000 0.000 0.000 32 4 4 1 0 1 0
305267 305267 2 2 24.000 3003 9.450 -13.500 0.000 0.000 0.000 0.000 32 4 4 1 0 1 0
305268 305268 2 7 28.000 3003 9.450 -13.500 0.000 0.000 0.000 0.000 32 4 4 1 0 1 0
305269 305269 2 1 32.000 3003 9.450 -13.500 0.000 0.000 0.000 0.000 32 4 4 1 0 1 0
305270 305270 2 3 36.000 3003 9.450 -13.500 0.000 0.000 0.000 0.000 32 4 4 1 0 1 0
305271 305271 2 5 40.000 3003 9.450 -13.500 0.000 0.000 0.000 0.000 32 4 4 1 0 1 0
305284 305284 3 1 12.000 3006 16.000 -13.500 0.000 0.000 0.000 0.000 32 11 5 1 0 4 0
305287 305287 3 2 24.000 3006 16.000 -13.500 0.000 0.000 0.000 0.000 32 11 5 1 0 4 0
306021 306021 3 1 2.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 1 1 0 1 0
306022 306022 3 1 4.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 1 1 0 1 0
306023 306023 3 1 8.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 1 1 0 1 0
306024 306024 3 1 12.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 1 1 0 1 0
306025 306025 3 2 16.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 1 1 0 1 0
306026 306026 3 2 20.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 1 1 0 1 0
306027 306027 3 2 24.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 1 1 0 1 0
306028 306028 3 1 28.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 1 1 0 1 0
306029 306029 3 4 32.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 1 1 0 1 0
306030 306030 3 3 36.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 1 1 0 1 0
306031 306031 3 1 40.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 1 1 0 1 0
306032 306032 3 1 44.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 1 1 0 1 0
306033 306033 3 1 48.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 1 1 0 1 0
306034 306034 3 1 52.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 1 1 0 1 0
306035 306035 3 1 56.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 1 1 0 1 0
306041 306041 3 1 2.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 3 1 0 1 0
306042 306042 3 1 4.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 3 1 0 1 0
306043 306043 3 1 8.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 3 1 0 1 0
306044 306044 3 1 12.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 3 1 0 1 0
306045 306045 3 2 16.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 3 1 0 1 0
306046 306046 3 2 20.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 3 1 0 1 0
306047 306047 3 2 24.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 3 1 0 1 0
306048 306048 3 1 28.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 3 1 0 1 0
306049 306049 3 4 32.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 3 1 0 1 0
306050 306050 3 3 36.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 3 1 0 1 0
306051 306051 3 1 40.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 3 1 0 1 0
306052 306052 3 1 44.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 3 1 0 1 0
306053 306053 3 1 48.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 3 1 0 1 0
306054 306054 3 1 52.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 3 1 0 1 0
306055 306055 3 1 56.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 3 1 0 1 0
306061 306061 3 1 2.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 4 1 0 1 0
306062 306062 3 1 4.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 4 1 0 1 0
306063 306063 3 1 8.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 4 1 0 1 0
306064 306064 3 1 12.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 4 1 0 1 0
306065 306065 3 2 16.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 4 1 0 1 0
306066 306066 3 2 20.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 4 1 0 1 0
306067 306067 3 2 24.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 4 1 0 1 0
306068 306068 3 7 28.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 4 1 0 1 0
306069 306069 3 4 32.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 4 1 0 1 0
306070 306070 3 3 36.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 4 1 0 1 0
306071 306071 3 5 40.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 4 1 0 1 0
306072 306072 3 5 44.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 4 1 0 1 0
306073 306073 3 5 48.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 4 1 0 1 0
306074 306074 3 5 52.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 4 1 0 1 0
306075 306075 3 5 56.000 3004 15.450 -13.500 0.000 0.000 0.000 0.000 44 5 4 1 0 1 0
306821 306821 3 1 2.000 3004 21.450 -13.500 0.000 0.000 0.000 0.000 56 5 1 1 0 1 0
306822 306822 3 1 4.000 3004 21.450 -13.500 0.000 0.000 0.000 0.000 56 5 1 1 0 1 0
306823 306823 3 1 8.000 3004 21.450 -13.500 0.000 0.000 0.000 0.000 56 5 1 1 0 1 0
306824 306824 3 1 12.000 3004 21.450 -13.500 0.000 0.000 0.000 0.000 56 5 1 1 0 1 0
306825 306825 3 1 16.000 3004 21.450 -13.500 0.000 0.000 0.000 0.000 56 5 1 1 0 1 0
306826 306826 3 1 20.000 3004 21.450 -13.500 0.000 0.000 0.000 0.000 56 5 1 1 0 1 0
306827 306827 3 1 24.000 3004 21.450 -13.500 0.000 0.000 0.000 0.000 56 5 1 1 0 1 0
306828 306828 3 1 28.000 3004 21.450 -13.500 0.000 0.000 0.000 0.000 56 5 1 1 0 1 0
306829 306829 3 1 32.000 3004 21.450 -13.500 0.000 0.000 0.000 0.000 56 5 1 1 0 1 0
306830 306830 3 1 36.000 3004 21.450 -13.500 0.000 0.000 0.000 0.000 56 5 1 1 0 1 0
306831 306831 3 1 40.000 3004 21.450 -13.500 0.000 0.000 0.000 0.000 56 5 1 1 0 1 0
306832 306832 3 4 44.000 3004 21.450 -13.500 0.000 0.000 0.000 0.000 56 5 1 1 0 1 0
306833 306833 3 1 48.000 3004 21.450 -13.500 0.000 0.000 0.000 0.000 56 5 1 1 0 1 0
306834 306834 3 4 52.000 3004 21.450 -13.500 0.000 0.000 0.000 0.000 56 5 1 1 0 1 0
306835 306835 3 1 56.000 3004 21.450 -13.500 0.000 0.000 0.000 0.000 56 5 1 1 0 1 0
306841 306841 3 1 2.000 3004 21.450 -13.500 0.000 0.000 0.000 0.000 56 5 3 1 0 1 0
306842 306842 3 1 4.000 3004 21.450 -13.500 0.000 0.000 0.000 0.000 56 5 3 1 0 1 0
